ID,Name,Concepticon_ID,Concepticon_Gloss,concepticon_proposed,semantic_field
AugeN,Auge::N,1248,EYE,EYE,HUMAN BODY
OhrN,Ohr::N,1247,EAR,EAR,HUMAN BODY
NaseN,Nase::N,1221,NOSE,NOSE,HUMAN BODY
MundN,Mund::N,674,MOUTH,MOUTH,HUMAN BODY
ZahnN,Zahn::N,1380,TOOTH,TOOTH,HUMAN BODY
ZungeN,Zunge::N,1205,TONGUE,TONGUE,HUMAN BODY
LippeN,Lippe::N,478,LIP,LIP,HUMAN BODY
WangeN,Wange::N,1730,CHEEK,CHEEK,HUMAN BODY
GesichtN,Gesicht::N,1560,FACE,FACE,HUMAN BODY
StirnN,Stirn::N,123,FOREHEAD,FOREHEAD,HUMAN BODY
HaarN,Haar::N,1040,HAIR,HAIR,HUMAN BODY
SchnurrbartN,Schnurrbart::N,1165,MOUSTACHE,MOUSTACHE,HUMAN BODY
BartN,Bart::N,678,BEARD,BEARD,HUMAN BODY
KinnN,Kinn::N,1510,CHIN,CHIN,HUMAN BODY
KieferAnatomieN,Kiefer[Anatomie]::N,798,JAW,JAW,HUMAN BODY
KehleN,Kehle::N,1346,THROAT,THROAT,HUMAN BODY
HalsN,Hals::N,1333,NECK,NECK,HUMAN BODY
GenickN,Genick::N,1347,NAPE (OF NECK),NAPE_(OF_NECK),HUMAN BODY
KopfN,Kopf::N,1256,HEAD,HEAD,HUMAN BODY
RuckenN,Rücken::N,1291,BACK,BACK,HUMAN BODY
BauchN,Bauch::N,1251,BELLY,BELLY,HUMAN BODY
NabelN,Nabel::N,1838,NAVEL,NAVEL,HUMAN BODY
BusenN,Busen::N,1402,BREAST,BREAST,HUMAN BODY
BrustN,Brust::N,1592,CHEST,CHEST,HUMAN BODY
SchulterN,Schulter::N,1482,SHOULDER,SHOULDER,HUMAN BODY
ArmN,Arm::N,1673,ARM,ARM,HUMAN BODY
EllenbogenN,Ellenbogen::N,981,ELBOW,ELBOW,HUMAN BODY
HandN,Hand::N,1277,HAND,HAND,HUMAN BODY
HandflacheN,Handfläche::N,1183,PALM OF HAND,PALM_OF_HAND,HUMAN BODY
FingerN,Finger::N,1303,FINGER,FINGER,HUMAN BODY
FingernagelN,Fingernagel::N,1258,FINGERNAIL,FINGERNAIL,HUMAN BODY
NagelAnatomieN,Nagel[Anatomie]::N,1896,FINGERNAIL OR TOENAIL,FINGERNAIL_OR_TOENAIL,HUMAN BODY
ZehN,Zeh::N,1389,TOE,TOE,HUMAN BODY
FuN,Fuß::N,1301,FOOT,FOOT,HUMAN BODY
FerseN,Ferse::N,980,HEEL,HEEL,HUMAN BODY
KnieN,Knie::N,1371,KNEE,KNEE,HUMAN BODY
OberschenkelN,Oberschenkel::N,800,THIGH,THIGH,HUMAN BODY
BeinN,Bein::N,1297,LEG,LEG,HUMAN BODY
KorperN,Körper::N,1480,BODY,BODY,HUMAN BODY
HautN,Haut::N,763,SKIN,SKIN,HUMAN BODY
BlutN,Blut::N,946,BLOOD,BLOOD,HUMAN BODY
AderN,Ader::N,1924,VEIN,VEIN,HUMAN BODY
SehneN,Sehne::N,1137,TENDON,TENDON,HUMAN BODY
KnochenN,Knochen::N,1394,BONE,BONE,HUMAN BODY
GehirnN,Gehirn::N,1583,BRAIN,BRAIN,HUMAN BODY
HerzN,Herz::N,1223,HEART,HEART,HUMAN BODY
MagenN,Magen::N,819,STOMACH,STOMACH,HUMAN BODY
LeberN,Leber::N,1224,LIVER,LIVER,HUMAN BODY
AtemN,Atem::N,870,BREATH,BREATH,HUMAN BODY
HungerN,Hunger::N,1864,HUNGER,HUNGER,HUMAN BODY
TraneN,Träne::N,1651,TEAR (OF EYE),TEAR_(OF_EYE),HUMAN BODY
GeschmackN,Geschmack::N,2190,TASTE,TASTE,HUMAN BODY
GeruchN,Geruch::N,,,FLAVOR,HUMAN BODY
SchlafN,Schlaf::N,2972,SLEEP (STATE),SLEEP_(STATE),HUMAN BODY
TraumN,Traum::N,2374,DREAM,DREAM,HUMAN BODY
HimmelN,Himmel::N,1732,SKY,SKY,NATURE
SonneN,Sonne::N,1343,SUN,SUN,NATURE
MondN,Mond::N,1313,MOON,MOON,NATURE
SternN,Stern::N,1430,STAR,STAR,NATURE
LuftN,Luft::N,27,AIR,AIR,NATURE
WindN,Wind::N,960,WIND,WIND,NATURE
WelleN,Welle::N,978,WAVE,WAVE,NATURE
WasserN,Wasser::N,948,WATER,WATER,NATURE
SteinN,Stein::N,668,ROCK,ROCK,NATURE
BodenN,Boden::N,2159,GROUND,GROUND,NATURE
ErdeN,Erde::N,1228,EARTH (SOIL),EARTH_(SOIL),NATURE
StaubN,Staub::N,2,DUST,DUST,NATURE
RauchN,Rauch::N,778,SMOKE (EXHAUST),SMOKE_(EXHAUST),NATURE
FunkeN,Funke::N,518,SPARK,SPARK,NATURE
FeuerN,Feuer::N,221,FIRE,FIRE,NATURE
LichtN,Licht::N,630,LIGHT (RADIATION),LIGHT_(RADIATION),NATURE
SchattenN,Schatten::N,1388,SHADE,SHADE,NATURE
WetterN,Wetter::N,952,WEATHER,WEATHER,NATURE
NebelN,Nebel::N,249,FOG,FOG,NATURE
WolkeN,Wolke::N,1489,CLOUD,CLOUD,NATURE
RegenN,Regen::N,658,RAIN (PRECIPITATION),RAIN_(PRECIPITATION),NATURE
SchneeN,Schnee::N,784,SNOW,SNOW,NATURE
EisN,Eis::N,617,ICE,ICE,NATURE
FrostN,Frost::N,2034,FROST,FROST,NATURE
KalteN,Kälte::N,2932,COLD (CHILL),CHILL,NATURE
HitzeN,Hitze::N,612,HEAT,HEAT,NATURE
RaureifN,Raureif::N,2942,HOARFROST,HOARFROST,NATURE
RegenbogenN,Regenbogen::N,1733,RAINBOW,RAINBOW,NATURE
DonnerN,Donner::N,1150,THUNDER,THUNDER,NATURE
StromungN,Strömung::N,2935,CURRENT (STREAM),CURRENT,NATURE
TropfenN,Tropfen::N,,,DROP_(OF_LIQUID),NATURE
SchaumN,Schaum::N,1768,FOAM,FOAM,NATURE
SchmutzN,Schmutz::N,25,DIRT,DIRT,NATURE
SeeN,See::N,624,LAKE,LAKE,NATURE
SumpfN,Sumpf::N,1145,SWAMP,SWAMP,NATURE
MoorN,Moor::N,2962,MOORLAND,MOOR,NATURE
WieseN,Wiese::N,649,PASTURE,MEADOW,NATURE
WaldN,Wald::N,420,FOREST,FOREST,NATURE
HugelN,Hügel::N,614,HILL,HILL,NATURE
AnhoheN,Anhöhe::N,2936,ELEVATION,ELEVATION,NATURE
BergN,Berg::N,639,MOUNTAIN,MOUNTAIN,NATURE
GipfelN,Gipfel::N,1614,SUMMIT,SUMMIT,NATURE
HohleN,Höhle::N,1155,CAVE,CAVE,NATURE
AbhangN,Abhang::N,618,PRECIPICE,PRECIPICE,NATURE
QuelleN,Quelle::N,849,SPRING (OF WATER),SPRING_(OF_WATER),NATURE
BachN,Bach::N,,,BROOK,NATURE
FlussN,Fluss::N,666,RIVER,RIVER,NATURE
UferN,Ufer::N,113,SHORE,SHORE,NATURE
KusteN,Küste::N,1525,COAST,COAST,NATURE
FestlandN,Festland::N,166,MAINLAND,MAINLAND,NATURE
MeerN,Meer::N,1474,SEA,SEA,NATURE
BuchtN,Bucht::N,663,BAY,BAY,NATURE
InselN,Insel::N,622,ISLAND,ISLAND,NATURE
BlumeN,Blume::N,239,FLOWER,FLOWER,PLANTS
GrasN,Gras::N,606,GRASS,GRASS,PLANTS
WurzelN,Wurzel::N,670,ROOT,ROOT,PLANTS
BaumN,Baum::N,906,TREE,TREE,PLANTS
StammN,Stamm::N,344,TREE TRUNK,TREE_TRUNK,PLANTS
RindeN,Rinde::N,1204,BARK,BARK,PLANTS
AstN,Ast::N,1531,BRANCH,BRANCH,PLANTS
ZweigN,Zweig::N,,,TWIG,PLANTS
BlattN,Blatt::N,628,LEAF,LEAF,PLANTS
BirkeN,Birke::N,1855,BIRCH,BIRCH,PLANTS
KieferBaumN,Kiefer[Baum]::N,1740,PINE,PINE,PLANTS
WeideBaumN,Weide[Baum]::N,818,WILLOW,WILLOW,PLANTS
TanneN,Tanne::N,1915,FIR,FIR,PLANTS
HornN,Horn::N,1393,HORN (ANATOMY),HORN_(ANATOMY),ANIMALS
FederN,Feder::N,1201,FEATHER,FEATHER,ANIMALS
FellN,Fell::N,580,FUR,FUR,ANIMALS
FlugelN,Flügel::N,1257,WING,WING,ANIMALS
KlaueN,Klaue::N,72,CLAW,CLAW,ANIMALS
KralleN,Kralle::N,2965,PAW,PAW,ANIMALS
SchwanzN,Schwanz::N,1220,TAIL,TAIL,ANIMALS
EiN,Ei::N,744,EGG,EGG,ANIMALS
NestN,Nest::N,539,NEST,NEST,ANIMALS
BauN,Bau::N,2949,LAIR,LAIR,ANIMALS
TierN,Tier::N,619,ANIMAL,ANIMAL,ANIMALS
HerdeN,Herde::N,2939,FLOCK (OF ANIMALS),FLOCK_(OF_SHEEP),ANIMALS
KuhN,Kuh::N,1007,COW,COW,ANIMALS
BulleN,Bulle::N,1008,BULL,BULL,ANIMALS
PferdN,Pferd::N,615,HORSE,HORSE,ANIMALS
SchafN,Schaf::N,1331,SHEEP,SHEEP,ANIMALS
SchweinN,Schwein::N,1337,PIG,PIG,ANIMALS
HundN,Hund::N,2009,DOG,DOG,ANIMALS
KatzeN,Katze::N,1208,CAT,CAT,ANIMALS
BarN,Bär::N,1820,BEAR,BEAR,ANIMALS
EichhornchenN,Eichhörnchen::N,1628,SQUIRREL,SQUIRREL,ANIMALS
ElchN,Elch::N,1772,ELK,ELK,ANIMALS
FuchsN,Fuchs::N,1312,FOX,FOX,ANIMALS
HaseN,Hase::N,1190,HARE,HARE,ANIMALS
MausN,Maus::N,1491,MOUSE,MOUSE,ANIMALS
WolfN,Wolf::N,522,WOLF,WOLF,ANIMALS
VogelN,Vogel::N,937,BIRD,BIRD,ANIMALS
SchwarmN,Schwarm::N,2974,SWARM (OF BIRDS),SWARM,ANIMALS
HuhnN,Huhn::N,1318,CHICKEN,CHICKEN,ANIMALS
HahnN,Hahn::N,1511,ROOSTER,ROOSTER,ANIMALS
GansN,Gans::N,1187,GOOSE,GOOSE,ANIMALS
AdlerN,Adler::N,1905,EAGLE,EAGLE,ANIMALS
EnteN,Ente::N,1360,DUCK,DUCK,ANIMALS
EuleN,Eule::N,735,OWL,OWL,ANIMALS
KranichN,Kranich::N,1830,CRANE,CRANE,ANIMALS
KraheN,Krähe::N,913,CROW,CROW,ANIMALS
KuckuckN,Kuckuck::N,2934,CUCKOO,CUCKOO,ANIMALS
SchwanN,Schwan::N,2837,SWAN,SWAN,ANIMALS
FischN,Fisch::N,227,FISH,FISH,ANIMALS
BarschN,Barsch::N,2966,PERCH (FISH),PERCH_(FISH),ANIMALS
HechtN,Hecht::N,2967,PIKE (FISH),PIKE_(FISH),ANIMALS
SchlangeTierN,Schlange[Tier]::N,730,SNAKE,SNAKE,ANIMALS
WurmN,Wurm::N,1219,WORM,WORM,ANIMALS
SpinneN,Spinne::N,843,SPIDER,SPIDER,ANIMALS
AmeiseN,Ameise::N,587,ANT,ANT,ANIMALS
LausN,Laus::N,1392,LOUSE,LOUSE,ANIMALS
MuckeN,Mücke::N,1509,MOSQUITO,MOSQUITO,ANIMALS
FliegeN,Fliege::N,1504,FLY (INSECT),FLY_(INSECT),ANIMALS
SchmetterlingN,Schmetterling::N,1791,BUTTERFLY,BUTTERFLY,ANIMALS
BeereN,Beere::N,904,BERRY,BERRY,PLANTS
ApfelN,Apfel::N,1320,APPLE,APPLE,PLANTS
PilzN,Pilz::N,641,MUSHROOM,MUSHROOM,PLANTS
ZwiebelN,Zwiebel::N,2366,ONION,ONION,PLANTS
SaatN,Saat::N,714,SEED,SEED,PLANTS
KornN,Korn::N,605,GRAIN,GRAIN_(SINGLE),PLANTS
HeuN,Heu::N,342,HAY,HAY,PLANTS
SchaleN,Schale::N,2373,SKIN (OF FRUIT),SKIN_(OF_FRUIT),PLANTS
GrubeN,Grube::N,2539,PIT (POTHOLE),PIT_(POTHOLE),NATURE
FalleN,Falle::N,1075,TRAP (PITFALL),TRAP_(PITFALL),SUBSISTENCE
SchlingeN,Schlinge::N,2604,NOOSE,NOOSE,CLOTHING
SpurN,Spur::N,318,FOOTPRINT,TRACK_(OF_ANIMAL),ANIMALS
AscheN,Asche::N,646,ASH,ASH,CRAFTS
DreckN,Dreck::N,,,FILTH,HYGIENE
EisenN,Eisen::N,621,IRON,IRON,CRAFTS
GoldN,Gold::N,1369,GOLD,GOLD,CRAFTS
SilberN,Silber::N,759,SILVER,SILVER,CRAFTS
KohleN,Kohle::N,2658,COAL,CHARCOAL,CRAFTS
GlasN,Glas::N,604,GLASS,GLASS,CRAFTS
LehmN,Lehm::N,1399,CLAY,CLAY,CRAFTS
SandN,Sand::N,671,SAND,SAND,CRAFTS
MenschN,Mensch::N,683,PERSON,PERSON,KINSHIP
MannN,Mann::N,1554,MAN,MAN,KINSHIP
FrauN,Frau::N,962,WOMAN,WOMAN,KINSHIP
KindN,Kind::N,1304,CHILD (YOUNG HUMAN),CHILD_(YOUNG_HUMAN),KINSHIP
JungeN,Junge::N,1366,BOY,BOY,KINSHIP
MadchenN,Mädchen::N,1646,GIRL,GIRL,KINSHIP
FamilieN,Familie::N,194,FAMILY,FAMILY,KINSHIP
GrovaterN,Großvater::N,1383,GRANDFATHER,GRANDFATHER,KINSHIP
GromutterN,Großmutter::N,1496,GRANDMOTHER,GRANDMOTHER,KINSHIP
ElternN,Eltern::N,505,PARENTS,PARENTS,KINSHIP
VaterN,Vater::N,1217,FATHER,FATHER,KINSHIP
MutterN,Mutter::N,1216,MOTHER,MOTHER,KINSHIP
SohnN,Sohn::N,1620,SON,SON,KINSHIP
TochterN,Tochter::N,1357,DAUGHTER,DAUGHTER,KINSHIP
BruderN,Bruder::N,1262,BROTHER,BROTHER,KINSHIP
SchwesterN,Schwester::N,1263,SISTER,SISTER,KINSHIP
OnkelN,Onkel::N,1327,UNCLE,UNCLE,KINSHIP
TanteN,Tante::N,1272,AUNT,AUNT,KINSHIP
EhemannN,Ehemann::N,1200,HUSBAND,HUSBAND,KINSHIP
EhefrauN,Ehefrau::N,1199,WIFE,WIFE,KINSHIP
FreudeN,Freude::N,2524,JOY,JOY,EMOTIONS
GelachterN,Gelächter::N,2958,LAUGHTER,LAUGHTER,EMOTIONS
GluckN,Glück::N,2941,HAPPINESS,HAPPINESS,EMOTIONS
KummerN,Kummer::N,1668,GRIEF,GRIEF,EMOTIONS
WunschN,Wunsch::N,,,LONGING,EMOTIONS
LustN,Lust::N,,,DESIRE,EMOTIONS
GeistN,Geist::N,53,SPIRIT,SPIRIT,RELIGION
GedankeN,Gedanke::N,2975,THOUGHT,THOUGHT,THINKING
GedachtnisN,Gedächtnis::N,1018,MEMORY,MEMORY,THINKING
VerstandN,Verstand::N,1562,MIND,MIND,THINKING
SinnN,Sinn::N,2950,MEANING,MEANING,THINKING
GrundN,Grund::N,2968,REASON,REASON,THINKING
WahrheitN,Wahrheit::N,1638,TRUTH,TRUTH,THINKING
GesprachN,Gespräch::N,2933,CONVERSATION,CONVERSATION,LANGUAGE
MarchenN,Märchen::N,2937,FAIRY TALE,FAIRY_TALE,LANGUAGE
ErzahlungN,Erzählung::N,2060,STORY,STORY,LANGUAGE
NachrichtN,Nachricht::N,2961,MESSAGE,MESSAGE,LANGUAGE
NeuigkeitN,Neuigkeit::N,2964,NEWS,NEWS,LANGUAGE
NameN,Name::N,1405,NAME,NAME,LANGUAGE
RatselN,Rätsel::N,,,SPEECH_(ADDRESS),LANGUAGE
RedeN,Rede::N,1115,SPEECH,SPEECH,LANGUAGE
SpracheN,Sprache::N,1307,LANGUAGE,LANGUAGE,LANGUAGE
StimmeN,Stimme::N,1363,VOICE,VOICE,LANGUAGE
WortN,Wort::N,1599,WORD,WORD,LANGUAGE
ZeichenN,Zeichen::N,1720,SIGN,SIGN,LANGUAGE
RufN,Ruf::N,2944,CALL (APPEAL),CALL_(APPEAL),LANGUAGE
LarmN,Lärm::N,1182,NOISE,NOISE,SENSES
LautN,Laut::N,1811,SOUND OR NOISE,SOUND_OR_NOISE,SENSES
TonN,Ton::N,2995,TONE (MUSIC),TONE_(MUSIC),SENSES
LiedN,Lied::N,1096,SONG,SONG,LANGUAGE
RuheN,Ruhe::N,1314,QUIET,QUIET,SENSES
LeuteN,Leute::N,,,PEOPLE_(SEVERAL),SOCIAL RELATIONS
VolkN,Volk::N,789,PEOPLE,PEOPLE,SOCIAL RELATIONS
ArbeitN,Arbeit::N,984,WORK (LABOUR),WORK_(LABOUR),SOCIAL RELATIONS
GastN,Gast::N,1782,GUEST,GUEST,SOCIAL RELATIONS
GeschenkN,Geschenk::N,2982,GIFT,GIFT,SOCIAL RELATIONS
SpielN,Spiel::N,2467,GAME,GAME,SOCIAL RELATIONS
GesellschaftN,Gesellschaft::N,2983,COMPANIONSHIP,COMPANIONSHIP,SOCIAL RELATIONS
HilfeN,Hilfe::N,,,HELP,SOCIAL RELATIONS
FreundN,Freund::N,1325,FRIEND,FRIEND,SOCIAL RELATIONS
KameradN,Kamerad::N,,,COMPANION,SOCIAL RELATIONS
AngelegenheitN,Angelegenheit::N,,,MATTER_(AFFAIR),CLASSIFICATION
AnzahlN,Anzahl::N,2945,COUNT (QUANTITY),COUNT_(NUMBER),MATHEMATICS
ArtN,Art::N,844,KIND (THING),KIND_(THING),CLASSIFICATION
StuckN,Stück::N,594,PIECE,PIECE,CLASSIFICATION
TeilN,Teil::N,779,PART,PART,CLASSIFICATION
HalfteN,Hälfte::N,816,HALF,HALF,CLASSIFICATION
KreisN,Kreis::N,1467,CIRCLE,CIRCLE,CLASSIFICATION
KreuzN,Kreuz::N,1367,CROSS,CROSS,CLASSIFICATION
LinieN,Linie::N,1048,LINE,LINE,CLASSIFICATION
StrichN,Strich::N,2993,STROKE (OF PEN),STROKE_(OF_PEN),CLASSIFICATION
AbstandN,Abstand::N,2948,GAP (DISTANCE),GAP,CLASSIFICATION
EntfernungN,Entfernung::N,2978,DISTANCE,DISTANCE,CLASSIFICATION
GegendN,Gegend::N,2980,AREA,AREA,CLASSIFICATION
PlatzN,Platz::N,3006,SPACE (AVAILABLE),SPACE_(FREE),CLASSIFICATION
OrtN,Ort::N,723,PLACE (POSITION),PLACE_(POSITION),CLASSIFICATION
SeiteN,Seite::N,682,SIDE,SIDE_(OF_OBJECT),CLASSIFICATION
MitteN,Mitte::N,1093,MIDDLE,MIDDLE,CLASSIFICATION
GegenstandN,Gegenstand::N,2981,ITEM,ITEM_(TOUCHABLE),CLASSIFICATION
SacheN,Sache::N,738,THING,THING,CLASSIFICATION
RandN,Rand::N,2989,FRINGE,FRINGE,CLASSIFICATION
KanteN,Kante::N,863,EDGE,EDGE,CLASSIFICATION
EckeN,Ecke::N,192,CORNER,CORNER_(OUTSIDE),CLASSIFICATION
SpitzeN,Spitze::N,2992,TIP (OF OBJECT),TIP_(OF_OBJECT),CLASSIFICATION
EndeN,Ende::N,742,END (OF SPACE),END_(OF_SPACE),CLASSIFICATION
LochN,Loch::N,1667,HOLE,HOLE,CLASSIFICATION
WinkelN,Winkel::N,,,CORNER,CLASSIFICATION
MusterN,Muster::N,2988,PATTERN,PATTERN,CLASSIFICATION
GroeN,Größe::N,2845,SIZE (OF OBJECT),SIZE_(OF_OBJECT),MATHEMATICS
LangeN,Länge::N,2537,LENGTH,LENGTH,MATHEMATICS
HoheN,Höhe::N,2985,HEIGHT,HEIGHT,MATHEMATICS
GewichtN,Gewicht::N,2466,WEIGHT,WEIGHT,MATHEMATICS
MengeN,Menge::N,2987,AMOUNT,AMOUNT,MATHEMATICS
HaufenN,Haufen::N,2984,HEAP,HEAP,CLASSIFICATION
ReiheN,Reihe::N,,,ROW_(OF_OBJECTS),CLASSIFICATION
BootN,Boot::N,1844,BOAT,BOAT,TRAVEL
RuderN,Ruder::N,234,PADDLE,PADDLE,TRAVEL
